longitude,latitude,row_idx,col_idx,spatial_block_id,target_occurrence,elevation,slope,aspect,s1_vv,s1_vh,s1_ratio,b02_blue,b03_green,b04_red,b08_nir,b11_swir1,b12_swir2,ndvi,ndbi,ndwi,clay_index,ferrous_index,landsat_b1,landsat_b2,landsat_b3,landsat_b4,landsat_b5,soil_moisture,rainfall,dist_roads_km,dist_min_line_km,dist_chem_km,nearest_mno_pct
80.203,21.931,59,301,19,0,312.59207,0.0,0.0,-9.093839,-15.814283,0.0,1651.6781,1756.0784,1623.0402,3466.5342,2794.9043,1965.0571,0.36220986,-0.107264474,-0.32750964,1.4223018,0.8062532,0.037725314,0.07482546,0.07091793,0.25983462,0.21022518,0.2963279,6.3308535,2.877425605589228,56.779032481007846,56.61707308754227,19.63
80.205,21.931,59,302,19,0,312.59207,0.0,0.0,-9.115978,-15.82077,0.0,1658.3473,1772.7878,1649.456,3435.3037,2846.04,2028.1589,0.35121575,-0.09381172,-0.31921786,1.4032629,0.82846826,0.039710935,0.07717231,0.076504804,0.2604266,0.21892574,0.2963279,6.373044,3.0609068589399877,56.98099422141972,56.81866542783322,19.63
80.207,21.931,59,303,19,0,312.59207,0.0,0.0,-8.823071,-15.471276,0.0,1645.7438,1748.6805,1587.7916,3444.9353,2677.1963,1873.9714,0.3690134,-0.12540387,-0.32660383,1.4286218,0.7771398,0.03440062,0.071023524,0.06465656,0.25631723,0.2002047,0.2963279,6.4152346,3.1150077137840997,57.183104527855,57.02040937243434,19.63
80.209,21.931,59,304,19,0,312.59207,0.0,0.0,-8.600254,-15.308616,0.0,1637.6653,1731.6796,1550.6107,3497.6423,2599.3625,1792.1648,0.38568425,-0.14733133,-0.33770397,1.4504038,0.7431756,0.030283676,0.0675575,0.056492023,0.25806254,0.18706866,0.2963279,6.457425,3.151892212291632,57.38536183057383,57.2223033178507,19.63
80.211,21.931,59,305,19,0,312.59207,0.0,0.0,-8.550141,-15.340766,0.0,1649.8813,1732.4404,1561.4425,3439.8157,2587.5557,1796.681,0.3755801,-0.1413983,-0.33010262,1.4401865,0.7522367,0.03081788,0.067294024,0.057668075,0.25687447,0.18750589,0.2963279,6.4996157,3.2037534096593747,57.58776458075103,57.42434568194969,19.63
80.213,21.931,59,306,19,0,312.59207,0.0,0.0,-8.339481,-15.161302,0.0,1633.8007,1701.8315,1524.7577,3379.8108,2444.1199,1692.8446,0.37822965,-0.16066313,-0.3302041,1.4437946,0.7231529,0.027662823,0.061750103,0.050584123,0.2527339,0.17461815,0.2963279,6.541806,3.2698038912681584,57.79031125015789,57.626534903636184,19.63
80.215,21.931,59,307,19,0,312.59207,0.0,0.0,-8.105481,-14.989729,0.0,1614.1289,1676.8154,1507.4354,3314.807,2359.795,1649.8993,0.37479898,-0.16829586,-0.32814813,1.430266,0.71189517,0.027121175,0.05971525,0.04662486,0.25021896,0.16795123,0.2963279,6.583997,3.3488103237052695,57.99300033083661,57.828869442520755,19.63
80.217,21.931,59,308,19,0,312.59207,0.0,0.0,-8.566323,-15.442894,0.0,1659.5626,1729.4026,1568.1477,3372.925,2457.6262,1737.434,0.3652602,-0.15698324,-0.3221123,1.4145149,0.7286335,0.030861981,0.06591411,0.057129003,0.2557444,0.18437082,0.2963279,6.6261873,3.44035051716446,58.195830334780325,58.0313477785934,19.63
80.219,21.931,59,309,19,0,312.59207,0.0,0.0,-8.664191,-15.5686865,0.0,1668.4122,1741.0978,1579.2117,3361.1309,2521.3906,1777.5289,0.36068735,-0.14275175,-0.3175148,1.4184808,0.7501614,0.03548487,0.067739956,0.062169768,0.25678968,0.19859006,0.2963279,6.668378,3.5424544918026926,58.39879979363155,58.233968411915754,19.63
80.221,21.931,59,310,19,0,312.59207,0.0,0.0,-8.956106,-15.718911,0.0,1671.7366,1751.9495,1594.9843,3427.9006,2581.8594,1818.2808,0.36491308,-0.14077789,-0.32355207,1.4199454,0.7531897,0.03555304,0.06890734,0.063805036,0.2551104,0.19914885,0.2963279,6.710568,3.6549164676770465,58.601907258373,58.43672986230591,19.63
